Voltage (V),Current Limit (A),Gear Ratio,Resistance Torque (N*m),Move Time (s),dTime/dVoltage (s/V),dTime/dCurrent Limit (s/A),dTime/dGear Ratio (s/ratio),dTime/dResistance Torque (s/(N*m)),dTime/dMotor Inertia (s/(kg*m^2)),dTime/dAngle (s/deg)
24.0,60.0,10.0,10.0,0.1252894305836945,-0.002991467776664152,-0.0004877966365250906,0.009393864847246566,0.000606162657621756,46.1490509348859,0.0007142857144530711
24.0,60.0,10.0,15.0,0.12725836911890334,-0.002850951534338261,-0.0006078384007539758,0.00951082044377577,0.00032613942830661546,51.43061516915451,0.00071428571441344
95.0,40.0,10.0,10.0,0.12980636994141964,0.0,-0.001883595772608701,0.005889855251704074,0.0004268761338317717,105.2768612663004,0.00045118654828434275
24.0,60.0,10.0,20.0,0.12986733731454844,-0.003118211971524868,-0.0006536114810079773,0.009094732155529722,0.0004526480673385652,57.11222883141252,0.0007142857144001173
24.0,70.0,10.0,30.0,0.12990691553506187,-0.0032884113329965012,-0.0006471621004089377,0.00807775385515519,0.0006407558949749389,50.011525886381015,0.0007500000000239358
95.0,40.0,10.0,15.0,0.13645267615073087,0.0,-0.0022405068506002254,0.0038971247231062156,0.0016871745326407783,119.06865283656487,0.0005102942264424802
24.0,60.0,10.0,30.0,0.137938452876292,-0.00300724472932021,-0.0010975660142959847,0.007197292425788204,0.0011009096063440325,61.06408807893723,0.0007500000002155583
24.0,40.0,10.0,10.0,0.14074695065151024,-0.002193094085982279,-0.0012497311066151512,0.009237851953387277,0.0007621909802496551,69.41158103775797,0.0006785714421404996
24.0,40.0,10.0,15.0,0.14590910273661045,-0.002113139619580133,-0.0015056347589419497,0.00790607603199045,0.001395975452324431,80.51516544371057,0.0007142857395182194
95.0,40.0,5.0,15.0,0.14726268897208644,0.0,-0.008365526771158503,-0.036921647115114586,0.017494717845317198,120.40345639223692,0.0005160148131096859
95.0,40.0,10.0,20.0,0.1478143969737429,0.0,-0.0032812169538397676,0.001225719019096877,0.0029739242529784604,130.46283934126103,0.0005591264543199676
95.0,40.0,3.0,10.0,0.14912574215692162,0.0,-0.01597989029163145,-0.16188341857471025,0.055986751625399095,123.56536400313692,0.0005295658457276503
24.0,40.0,10.0,20.0,0.15455151557901345,-0.0020108682630210623,-0.0025417077684898245,0.0055072024259658625,0.002246414992821341,92.58583089255535,0.0007142858365562815
95.0,70.0,5.0,30.0,0.16449633694503332,0.0,-0.013129495634201177,-0.15143109039724878,0.02802681373301285,139.34463104194978,0.0005971912758940505
24.0,40.0,10.0,30.0,0.20816831429789429,-0.0001192809756214025,-0.011838471698094079,-0.026734002336781526,0.012314471793841847,167.55822143457954,0.0007503670513881097
95.0,40.0,10.0,30.0,0.20816831429789429,0.0,-0.011855483749561163,-0.02686268242541645,0.012289453405621339,166.71247808162465,0.0007144820489211096
